eventtype,event_name,control,prpf38,prpf8,prpf8_diff,prpf38_diff,symbol
RI,1:233122286-233121838:-@1:233120223-233119882:-,0.398,0.668,0.68,higher,higher,PCNXL2
RI,1:233353930-233353777:-@1:233353677-233353645:-,0.164,0.274,0.538,higher,higher,PCNXL2
RI,1:24120714-24120815:+@1:24120917-24121090:+,0.104,0.102,0.262,higher,same,LYPLA2
RI,1:24120714-24120815:+@1:24121042-24121090:+,0.948,0.928,0.902,same,same,LYPLA2
RI,1:24123272-24123187:-@1:24123076-24122999:-,0.082,0.1,0.1,same,same,GALE
RI,1:24125220-24125105:-@1:24124715-24124607:-,0.046,0.122,0.1,same,same,GALE
RI,1:24125220-24125105:-@1:24124720-24124607:-,0.012,0.056,0.046,same,same,GALE
RI,1:243349724-243349561:-@1:243349374-243349081:-,0.352,0.33,0.556,higher,same,CEP170
RI,1:246797226-246797312:+@1:246797775-246797889:+,0.018,0.016,0.01,same,same,CNST
RI,1:2489782-2489907:+@1:2491262-2491417:+,0.126,0.24,0.196,same,higher,TNFRSF14
RI,1:249150145-249149924:-@1:249149834-249149757:-,0.454,0.59,0.642,higher,higher,ZNF692
RI,1:24973158-24973280:+@1:24975350-24975520:+,0.032,0.02,0.02,same,same,SRRM1
RI,1:25569196-25569030:-@1:25568917-25568740:-,0.988,0.97,0.99,same,same,C1orf63
RI,1:25569196-25569030:-@1:25568917-25568746:-,0.986,0.972,0.988,same,same,C1orf63
RI,1:25571792-25570668:-@1:25570124-25570041:-,0.986,0.934,0.512,lower,same,C1orf63
RI,1:25571792-25571641:-@1:25570124-25570041:-,0.16,0.102,0.044,lower,same,C1orf63
RI,1:25571792-25571641:-@1:25570715-25570041:-,0.424,0.346,0.248,lower,same,C1orf63
RI,1:25890152-25890282:+@1:25891664-25891698:+,0.006,0.01,0.01,same,same,LDLRAP1
RI,1:26230304-26230132:-@1:26228173-26227982:-,0,0,0,same,same,STMN1
RI,1:26496909-26496971:+@1:26497066-26498551:+,0.046,0.062,0.052,same,same,RP11-96L14.7
RI,1:26496909-26496971:+@1:26497066-26498551:+,0.046,0.062,0.052,same,same,ZNF593
RI,1:26514725-26514798:+@1:26514933-26514994:+,0.1,0.124,0.202,higher,same,CNKSR1
RI,1:26612032-26611955:-@1:26610973-26610853:-,0.13,0.236,0.112,same,higher,UBXN11
RI,1:26799974-26800018:+@1:26800194-26800223:+,0.01,0.01,0.02,same,same,HMGN2
RI,1:26799974-26800018:+@1:26800194-26800626:+,0.164,0.172,0.23,same,same,HMGN2
RI,1:26799974-26800076:+@1:26800194-26800223:+,0.856,0.81,0.828,same,same,HMGN2
RI,1:26799974-26800223:+@1:26800576-26800626:+,0.064,0.068,0.082,same,same,HMGN2
RI,1:26800194-26800223:+@1:26800576-26800626:+,0,0,0.002,same,same,HMGN2
RI,1:26800194-26800308:+@1:26800576-26800626:+,0.578,0.534,0.384,lower,same,HMGN2
RI,1:27120604-27120697:+@1:27121294-27121725:+,0.94,0.886,0.744,lower,same,PIGV
RI,1:27630112-27630286:+@1:27631492-27631684:+,0.014,0.016,0.02,same,same,WDTC1
RI,1:27630112-27630286:+@1:27631550-27631684:+,0.078,0.092,0.094,same,same,WDTC1
RI,1:27660642-27660772:+@1:27661870-27662890:+,0.02,0.024,0.024,same,same,TMEM222
RI,1:27683605-27683500:-@1:27683240-27683081:-,0.074,0.088,0.158,same,same,MAP3K6
RI,1:28176604-28176925:+@1:28178051-28178187:+,0.99,0.986,0.972,same,same,AL109927.1
RI,1:28176604-28176925:+@1:28178051-28178187:+,0.99,0.986,0.972,same,same,PPP1R8
RI,1:28887145-28887244:+@1:28887858-28887910:+,0.014,0.028,0.02,same,same,TRNAU1AP
RI,1:28906493-28906424:-@1:28906099-28906045:-,0.402,0.4,0.28,lower,same,SNHG12
RI,1:28906493-28906454:-@1:28906099-28906045:-,0.688,0.564,0.498,lower,lower,SNHG12
RI,1:28907158-28907072:-@1:28906493-28906045:-,0.136,0.154,0.218,same,same,SNHG12
RI,1:29522770-29522710:-@1:29522525-29522453:-,0.066,0.096,0.262,higher,same,MECR
RI,1:29522770-29522710:-@1:29522554-29522453:-,0.496,0.702,0.856,higher,higher,MECR
RI,1:31351587-31351470:-@1:31350012-31349399:-,0.038,0.054,0.032,same,same,SDC3
RI,1:32048750-32048842:+@1:32049062-32049176:+,0.036,0.046,0.034,same,same,TINAGL1
RI,1:32048750-32049176:+@1:32050279-32050402:+,0.034,0.05,0.05,same,same,TINAGL1
RI,1:32050487-32050637:+@1:32050752-32050941:+,0.04,0.044,0.05,same,same,TINAGL1
RI,1:32051041-32051086:+@1:32051354-32051477:+,0.012,0.01,0.016,same,same,TINAGL1
RI,1:32051041-32051477:+@1:32052311-32052356:+,0.082,0.074,0.05,same,same,TINAGL1
RI,1:32193682-32193626:-@1:32193206-32192719:-,0.064,0.182,0.33,higher,higher,BAI2
RI,1:32201266-32201181:-@1:32200882-32200784:-,0.1375,0.253333333333333,0.27,higher,higher,BAI2
RI,1:32670199-32670221:+@1:32670795-32670988:+,0.084,0.054,0.026,same,same,CCDC28B
RI,1:32670199-32670221:+@1:32670795-32670988:+,0.084,0.054,0.026,same,same,RP4-622L5.7
RI,1:32681396-32681274:-@1:32680817-32680737:-,0.714,0.692,0.63,same,same,DCDC2B
RI,1:32681396-32681274:-@1:32680817-32680737:-,0.714,0.692,0.63,same,same,TMEM234
RI,1:32682952-32682860:-@1:32682548-32681798:-,0.052,0.086,0.194,higher,same,TMEM234
RI,1:32797277-32797407:+@1:32797691-32797843:+,0.02,0.03,0.028,same,same,HDAC1
RI,1:32860026-32860005:-@1:32859741-32859681:-,0.014,0.03,0.086,same,same,BSDC1
RI,1:32860032-32860005:-@1:32859741-32859681:-,0.014,0.026,0.082,same,same,BSDC1
RI,1:3394439-3394590:+@1:3394988-3395176:+,0.098,0.126,0.124,same,same,ARHGEF16
RI,1:3411305-3411177:-@1:3411063-3410935:-,0.086,0.176666666666667,0.22,higher,same,MEGF6
RI,1:3548221-3548030:-@1:3547681-3547331:-,0.244,0.554,0.792,higher,higher,WRAP73
RI,1:3656951-3656797:-@1:3654418-3652548:-,0.918,0.984,0.962,same,same,TP73
RI,1:3656951-3656797:-@1:3654418-3652548:-,0.918,0.984,0.962,same,same,TP73-AS1
RI,1:36641800-36641922:+@1:36642019-36642182:+,0.836,0.906,0.942,higher,same,MAP7D1
RI,1:36786657-36786810:+@1:36787325-36787379:+,0.664,0.7325,0.595,same,same,SH3D21
RI,1:36809049-36808965:-@1:36807574-36805225:-,0.014,0.02,0.014,same,same,STK40
RI,1:3800071-3800364:+@1:3801602-3801993:+,0.828,0.922,0.864,same,same,AL691523.1
RI,1:3800071-3800364:+@1:3801602-3801993:+,0.828,0.922,0.864,same,same,DFFB
RI,1:38078593-38077421:-@1:38077349-38076951:-,0.98,0.988,0.985,same,same,RSPO1
RI,1:38078593-38077428:-@1:38077355-38076951:-,0.982,0.988,0.99,same,same,RSPO1
RI,1:3809560-3809447:-@1:3807621-3807133:-,0.022,0.022,0.012,same,same,C1orf174
RI,1:39341865-39340450:-@1:39339581-39339267:-,0.238,0.366,0.478,higher,higher,GJA9
RI,1:39341865-39340450:-@1:39339581-39339267:-,0.238,0.366,0.478,higher,higher,MYCBP
RI,1:39341865-39340450:-@1:39339581-39339267:-,0.238,0.366,0.478,higher,higher,RP5-864K19.4
RI,1:39950273-39950402:+@1:39951210-39952659:+,0.01,0.01,0.014,same,same,MACF1
RI,1:40207567-40207593:+@1:40208888-40208969:+,0.002,0.006,0.008,same,same,PPIE
RI,1:40207567-40207703:+@1:40208888-40208969:+,0.042,0.054,0.056,same,same,PPIE
RI,1:40433300-40433383:+@1:40433476-40433588:+,0.092,0.132,0.07,same,same,MFSD2A
RI,1:40922617-40922743:+@1:40923016-40923111:+,0.094,0.086,0.07,same,same,ZFP69B
RI,1:41474331-41474386:+@1:41474466-41474562:+,0.052,0.056,0.064,same,same,CTPS1
RI,1:43213083-43212943:-@1:43212523-43212046:-,0.066,0.124,0.15,same,same,LEPRE1
RI,1:43220888-43220836:-@1:43220661-43220540:-,0.072,0.052,0.066,same,same,LEPRE1
RI,1:43314962-43315084:+@1:43315236-43315413:+,0.26,0.448,0.374,higher,higher,ZNF691
RI,1:43831047-43830857:-@1:43830679-43830599:-,0.016,0.02,0.02,same,same,ELOVL1
RI,1:43831047-43830857:-@1:43830768-43830599:-,0.012,0.026,0.036,same,same,ELOVL1
RI,1:43852341-43852260:-@1:43851897-43851649:-,0.01,0.01,0.014,same,same,MED8
RI,1:43852341-43852260:-@1:43851897-43851649:-,0.01,0.01,0.014,same,same,RP1-92O14.6
RI,1:43893201-43893405:+@1:43893674-43893789:+,0.034,0.04,0.13,same,same,SZT2
RI,1:43917215-43917081:-@1:43916982-43916824:-,0.202,0.15,0.126,same,same,HYI
RI,1:43917215-43917081:-@1:43916982-43916824:-,0.202,0.15,0.126,same,same,SZT2
RI,1:44085766-44085892:+@1:44086125-44086250:+,0.034,0.044,0.066,same,same,PTPRF
RI,1:44401741-44401903:+@1:44401974-44402018:+,0.358,0.612,0.732,higher,higher,ARTN
RI,1:44441974-44442051:+@1:44442262-44442331:+,0.02,0.02,0.022,same,same,ATP6V0B
RI,1:44442698-44442888:+@1:44443653-44443967:+,0.01,0.01,0.01,same,same,ATP6V0B
RI,1:44457519-44457676:+@1:44457825-44458059:+,0.326,0.522,0.564,higher,higher,CCDC24
RI,1:44457519-44457676:+@1:44457825-44458059:+,0.326,0.522,0.564,higher,higher,SLC6A9
RI,1:44457519-44457676:+@1:44457884-44458059:+,0.32,0.5,0.534,higher,higher,CCDC24
RI,1:44457519-44457676:+@1:44457884-44458059:+,0.32,0.5,0.534,higher,higher,SLC6A9
RI,1:44459562-44459636:+@1:44460780-44460834:+,0.062,0.102,0.128,same,same,CCDC24
RI,1:44459562-44459636:+@1:44460780-44460834:+,0.062,0.102,0.128,same,same,SLC6A9
RI,1:44461273-44461342:+@1:44461450-44461528:+,0.066,0.13,0.32,higher,same,CCDC24
RI,1:44461273-44461342:+@1:44461450-44461528:+,0.066,0.13,0.32,higher,same,SLC6A9
RI,1:44466727-44466628:-@1:44466539-44466439:-,0.078,0.08,0.376,higher,same,SLC6A9
RI,1:45115555-45115629:+@1:45116376-45117395:+,0.024,0.036,0.038,same,same,RNF220
RI,1:45115555-45115629:+@1:45116376-45117395:+,0.024,0.036,0.038,same,same,TMEM53
RI,1:45268627-45268825:+@1:45268940-45269063:+,0.058,0.04,0.1,same,same,PLK3
RI,1:45269272-45269363:+@1:45269603-45269696:+,0.038,0.086,0.122,same,same,PLK3
RI,1:45270011-45270173:+@1:45270322-45270451:+,0.05,0.044,0.082,same,same,PLK3
RI,1:45471788-45471669:-@1:45471555-45471466:-,0.06,0.082,0.192,higher,same,HECTD3
RI,1:45478808-45478887:+@1:45478964-45479026:+,0.14,0.158,0.254,higher,same,UROD
RI,1:45798996-45798590:-@1:45798506-45798435:-,0.196,0.262,0.54,higher,same,MUTYH
RI,1:45798996-45798957:-@1:45798506-45798435:-,0.748,0.696,0.626,lower,same,MUTYH
RI,1:45798996-45798957:-@1:45798631-45798590:-,0.654,0.65,0.614,same,same,MUTYH
RI,1:45798996-45798957:-@1:45798842-45798435:-,0.114,0.164,0.232,higher,same,MUTYH
RI,1:46497850-46497932:+@1:46498002-46498076:+,0.996,0.99,0.986,same,same,MAST2
RI,1:46649863-46650069:+@1:46650266-46650340:+,0.05,0.07,0.138,same,same,TSPAN1
RI,1:46655029-46654914:-@1:46654652-46654355:-,0.92,0.854,0.754,lower,same,POMGNT1
RI,1:46745286-46745164:-@1:46744929-46744854:-,0.058,0.052,0.07,same,same,LRRC41
RI,1:46871260-46871466:+@1:46871710-46871750:+,0.05,0.094,0.056,same,same,FAAH
RI,1:47765824-47765782:-@1:47765640-47765577:-,0.818,0.918,0.928,higher,same,STIL
RI,1:52486684-52486598:-@1:52486077-52485803:-,0.99,0.986,0.988,same,same,TXNDC12
RI,1:52821338-52821280:-@1:52821121-52821070:-,0.014,0.036,0.044,same,same,CC2D1B
RI,1:52824133-52824003:-@1:52823570-52823453:-,0.064,0.096,0.11,same,same,CC2D1B
RI,1:52824133-52824003:-@1:52823588-52823453:-,0.072,0.122,0.146,same,same,CC2D1B
RI,1:52826804-52826646:-@1:52826221-52826096:-,0.018,0.046,0.038,same,same,CC2D1B
RI,1:53364896-53364846:-@1:53363156-53363109:-,0.148,0.218,0.194,same,same,ECHDC2
RI,1:53372283-53372191:-@1:53370762-53370706:-,0.402,0.604,0.412,same,higher,ECHDC2
RI,1:54651959-54651854:-@1:54649938-54649834:-,0.182,0.138,0.08,lower,same,CYB5RL
RI,1:54651959-54651854:-@1:54649938-54649834:-,0.182,0.138,0.08,lower,same,MRPL37
RI,1:54651959-54651854:-@1:54649938-54649834:-,0.182,0.138,0.08,lower,same,RP11-446E24.4
RI,1:55197159-55197222:+@1:55197328-55197373:+,0.988,0.984,0.988,same,same,MROH7-TTC4
RI,1:55197159-55197222:+@1:55197328-55197373:+,0.988,0.984,0.988,same,same,TTC4
RI,1:5924093-5923950:-@1:5923465-5922871:-,0.228,0.318,0.608,higher,same,NPHP4
RI,1:5926518-5924398:-@1:5924093-5922871:-,0.112,0.124,0.252,higher,same,NPHP4
RI,1:64033981-64034190:+@1:64036692-64036799:+,0.006,0.008,0.006,same,same,EFCAB7
RI,1:64033981-64034190:+@1:64036692-64036799:+,0.006,0.008,0.006,same,same,ITGB3BP
RI,1:6508701-6508862:+@1:6508953-6509151:+,0.248,0.446,0.75,higher,higher,ESPN
RI,1:6523187-6523132:-@1:6523016-6522923:-,0.78,0.772,0.79,same,same,TNFRSF25
RI,1:6523187-6523132:-@1:6523030-6522923:-,0.576,0.578,0.82,higher,same,TNFRSF25
RI,1:6523207-6523125:-@1:6523030-6522923:-,0.854,0.746,0.815,same,lower,TNFRSF25
RI,1:6526159-6526129:-@1:6525620-6525500:-,0.5,0.68,0.58,same,higher,PLEKHG5
RI,1:6526159-6526129:-@1:6525620-6525500:-,0.5,0.68,0.58,same,higher,TNFRSF25
RI,1:6528646-6528159:-@1:6527958-6527885:-,0.928,0.942,0.896,same,same,PLEKHG5
RI,1:6655617-6655545:-@1:6653718-6650784:-,0.042,0.062,0.04,same,same,KLHL21
RI,1:6698424-6698143:-@1:6697564-6697507:-,0.524,0.436,0.31,lower,same,DNAJC11
RI,1:6698424-6698355:-@1:6697564-6697507:-,0.012,0.014,0.034,same,same,DNAJC11
RI,1:68955291-68955253:-@1:68955168-68955135:-,0.492,0.54,0.492,same,same,DEPDC1
RI,1:76255637-76255742:+@1:76255837-76255959:+,0.372,0.326,0.398,same,same,RABGGTB
RI,1:78046754-78046683:-@1:78045313-78045212:-,0.002,0.008,0.006,same,same,ZZZ3
RI,1:79120699-79120894:+@1:79121047-79121196:+,0.018,0.028,0.018,same,same,IFI44
RI,1:84972248-84972119:-@1:84971984-84971694:-,0.012,0.018,0.034,same,same,GNG5
RI,1:84972248-84972119:-@1:84971984-84971694:-,0.012,0.018,0.034,same,same,SPATA1
RI,1:85128213-85128138:-@1:85128058-85127881:-,0.034,0.044,0.046,same,same,SSX2IP
RI,1:85136498-85136329:-@1:85135576-85135364:-,0.01,0.01,0.01,same,same,SSX2IP
RI,1:89479962-89479766:-@1:89479110-89478868:-,0.01,0.014,0.014,same,same,GBP3
RI,1:89520898-89520796:-@1:89520558-89520365:-,0.02,0.012,0.03,same,same,GBP1
RI,1:93575787-93575803:+@1:93575884-93575985:+,0.884,0.88,0.94,same,same,MTF2
RI,1:94016504-94016662:+@1:94017966-94020216:+,0.554,0.428,0.3,lower,lower,FNBP1L
RI,10:103344676-103344635:-@10:103344477-103344359:-,0.932,0.932,0.852,same,same,DPCD
RI,10:103344676-103344635:-@10:103344477-103344359:-,0.932,0.932,0.852,same,same,POLL
RI,10:104179571-104180056:+@10:104180809-104180939:+,0.922,0.872,0.898,same,same,FBXL15
RI,10:104179571-104180056:+@10:104180809-104180939:+,0.922,0.872,0.898,same,same,PSD
RI,10:1042046-1042182:+@10:1043148-1043248:+,0.01,0.01,0.01,same,same,GTPBP4
RI,10:1090111-1089939:-@10:1089333-1089241:-,0.028,0.026,0.038,same,same,IDI1
RI,10:1090111-1089939:-@10:1089333-1089241:-,0.028,0.026,0.038,same,same,IDI2-AS1
RI,10:111637625-111637548:-@10:111635357-111635286:-,0.036,0.046,0.07,same,same,XPNPEP1
RI,10:11370889-11371060:+@10:11372419-11374591:+,0.432,0.418,0.42,same,same,CELF2
RI,10:121336715-121336592:-@10:121336262-121336123:-,0.032,0.022,0.032,same,same,TIAL1
RI,10:12212907-12212899:-@10:12212769-12212716:-,0.48,0.502,0.526,same,same,NUDT5
RI,10:122648590-122648696:+@10:122649407-122649521:+,0.01,0.02,0.018,same,same,WDR11
RI,10:122665388-122665533:+@10:122666288-122666367:+,0.08,0.082,0.144,same,same,WDR11
RI,10:124177416-124177484:+@10:124183715-124183779:+,0,0,0,same,same,PLEKHA1
RI,10:127451870-127452093:+@10:127452610-127452712:+,0.982,0.966,0.95,same,same,EDRF1
RI,10:127697623-127697700:+@10:127697791-127698161:+,0.402,0.442,0.3675,same,same,FANK1
RI,10:127697791-127697835:+@10:127697942-127698161:+,0.436,0.636,0.485,same,higher,FANK1
RI,10:13251091-13251133:+@10:13251227-13253104:+,0.062,0.07,0.092,same,same,MCM10
RI,10:135215033-135215094:+@10:135215653-135215749:+,0.026,0.07,0.062,same,same,MTG1
RI,10:135215033-135215094:+@10:135215653-135215749:+,0.026,0.07,0.062,same,same,RP11-108K14.8
RI,10:135215653-135215749:+@10:135216196-135216277:+,0.012,0.014,0.016,same,same,MTG1
RI,10:135215653-135215749:+@10:135216196-135216277:+,0.012,0.014,0.016,same,same,RP11-108K14.8
RI,10:13696353-13696427:+@10:13697378-13697482:+,0.738,0.622,0.658,same,lower,FRMD4A
RI,10:13696353-13696427:+@10:13697378-13697482:+,0.738,0.622,0.658,same,lower,RP11-295P9.3
RI,10:15175362-15175244:-@10:15175143-15175052:-,0.06,0.064,0.03,same,same,NMT2
RI,10:15175362-15175244:-@10:15175143-15175052:-,0.06,0.064,0.03,same,same,RPP38
RI,10:17277168-17277388:+@10:17277845-17278378:+,0.018,0.012,0.03,same,same,VIM
RI,10:17277845-17277888:+@10:17278293-17278378:+,0.012,0.018,0.014,same,same,VIM
RI,10:22607201-22607235:+@10:22607582-22607642:+,0.034,0.028,0.044,same,same,COMMD3
RI,10:22607201-22607235:+@10:22607582-22607642:+,0.034,0.028,0.044,same,same,COMMD3-BMI1
RI,10:22607201-22607235:+@10:22607888-22607947:+,0.304,0.45,0.322,same,higher,COMMD3
RI,10:22607201-22607235:+@10:22607888-22607947:+,0.304,0.45,0.322,same,higher,COMMD3-BMI1
RI,10:22615360-22615490:+@10:22615819-22615915:+,0.014,0.02,0.016,same,same,BMI1
RI,10:22615360-22615490:+@10:22615819-22615915:+,0.014,0.02,0.016,same,same,COMMD3-BMI1
RI,10:24833910-24834032:+@10:24834756-24836772:+,0.266,0.318,0.304,same,same,KIAA1217
RI,10:24885811-24885669:-@10:24884972-24884817:-,0.014,0.01,0.008,same,same,ARHGAP21
RI,10:28903496-28903614:+@10:28905102-28905291:+,0.018,0.01,0.01,same,same,WAC
RI,10:31139296-31139151:-@10:31138372-31137460:-,0.872,0.898,0.764,lower,same,ZNF438
RI,10:3199723-3199627:-@10:3199256-3199122:-,0.004,0.008,0.02,same,same,PITRM1
RI,10:3199723-3199627:-@10:3199256-3199122:-,0.004,0.008,0.02,same,same,PITRM1-AS1
RI,10:32581572-32581424:-@10:32580250-32580091:-,0.004,0.012,0.012,same,same,EPC1
RI,10:3821782-3821539:-@10:3818595-3818188:-,1,1,1,same,same,KLF6
RI,10:48370425-48370719:+@10:48370826-48373866:+,0.794,0.798,0.724,same,same,ZNF488
RI,10:5009119-5009235:+@10:5010501-5010578:+,0.01,0.01,0.01,same,same,AKR1C1
RI,10:5042858-5042742:-@10:5041469-5041392:-,0.01,0.01,0.01,same,same,AKR1C2
RI,10:5804495-5804609:+@10:5804992-5805703:+,0.022,0.064,0.09,same,same,FAM208B
RI,10:5808601-5808457:-@10:5808258-5808204:-,0,0.006,0.008,same,same,GDI2
RI,10:58118220-58118138:-@10:58117946-58117199:-,0.112,0.132,0.208,same,same,ZWINT
RI,10:58120144-58119779:-@10:58119614-58119448:-,0.036,0.058,0.068,same,same,ZWINT
RI,10:58120144-58120054:-@10:58119902-58119779:-,0.042,0.052,0.048,same,same,ZWINT
RI,10:61898845-61898722:-@10:61898479-61898275:-,0.27,0.404,0.466,higher,higher,ANK3
RI,10:70096956-70097090:+@10:70098260-70098444:+,0.098,0.102,0.074,same,same,HNRNPH3
RI,10:71144089-71144237:+@10:71144552-71144671:+,0.01,0.016,0.02,same,same,HK1
RI,10:71391236-71391303:+@10:71391465-71391595:+,0.052,0.24,0.602,higher,higher,C10orf35
RI,10:74095689-74095538:-@10:74094375-74092588:-,0.264,0.27,0.408,higher,same,DNAJB12
RI,10:75529105-75529243:+@10:75529373-75529491:+,0.024,0.018,0.022,same,same,SEC24C
RI,10:75530038-75530229:+@10:75530467-75530556:+,0.052,0.04,0.042,same,same,SEC24C
RI,10:75551617-75552248:+@10:75552348-75552610:+,0.98,0.974,0.96,same,same,ZSWIM8
RI,10:75553905-75554088:+@10:75554299-75554397:+,0.042,0.056,0.048,same,same,ZSWIM8
RI,10:75553905-75554088:+@10:75554314-75554397:+,0.09,0.064,0.08,same,same,ZSWIM8
RI,10:75560398-75560517:+@10:75560775-75560953:+,0.09,0.082,0.072,same,same,RP11-574K11.31
RI,10:75560398-75560517:+@10:75560775-75560953:+,0.09,0.082,0.072,same,same,ZSWIM8
RI,10:75560398-75560517:+@10:75560775-75560953:+,0.09,0.082,0.072,same,same,ZSWIM8-AS1
RI,10:75560398-75560517:+@10:75560843-75560953:+,0.472,0.448,0.5,same,same,RP11-574K11.31
RI,10:75560398-75560517:+@10:75560843-75560953:+,0.472,0.448,0.5,same,same,ZSWIM8
RI,10:75560398-75560517:+@10:75560843-75560953:+,0.472,0.448,0.5,same,same,ZSWIM8-AS1
RI,10:75568487-75568112:-@10:75567909-75567142:-,0.938,0.874,0.738,lower,same,NDST2
RI,10:75568487-75568112:-@10:75567909-75567142:-,0.938,0.874,0.738,lower,same,RP11-574K11.31
RI,10:76741545-76741686:+@10:76744838-76744999:+,0.002,0.006,0,same,same,KAT6B
RI,10:76935824-76935974:+@10:76936146-76941881:+,0.03,0.032,0.032,same,same,SAMD8
RI,10:76978821-76978973:+@10:76979062-76979114:+,0.022,0.03,0.026,same,same,VDAC2
RI,10:76994936-76994818:-@10:76994750-76994696:-,0.15,0.18,0.486,higher,same,COMTD1
RI,10:92654532-92654648:+@10:92655211-92655240:+,0.01,0.014,0.01,same,same,RPP30
RI,10:96117972-96117840:-@10:96117088-96116931:-,0.01,0.01,0.01,same,same,NOC3L
RI,10:96351986-96352069:+@10:96352152-96352271:+,0.024,0.032,0.074,same,same,HELLS
RI,10:96351986-96352069:+@10:96352152-96352271:+,0.024,0.032,0.074,same,same,RP11-119K6.6
RI,10:99118767-99118700:-@10:99118376-99118294:-,0.016,0.02,0.016,same,same,RRP12
RI,10:99131923-99131830:-@10:99130838-99130680:-,0.024,0.018,0.042,same,same,RRP12
RI,10:99221653-99221585:-@10:99221379-99221253:-,0.036,0.076,0.12,same,same,MMS19
RI,11:102192568-102192631:+@11:102195192-102196093:+,0.674,0.63,0.72,same,same,BIRC3
RI,11:102219329-102219495:+@11:102220609-102221480:+,0.91,0.936,0.874,same,same,BIRC2
RI,11:10327227-10327345:+@11:10327496-10327645:+,0.076,0.074,0.082,same,same,ADM
RI,11:104897083-104896953:-@11:104896327-104896235:-,0.136,0.168,0.166,same,same,CASP1
RI,11:10821895-10821637:-@11:10821156-10821099:-,0.458,0.432,0.404,same,same,EIF4G2
RI,11:10821895-10821637:-@11:10821156-10821099:-,0.458,0.432,0.404,same,same,RP11-685M7.5
RI,11:10821895-10821637:-@11:10821303-10821099:-,0.01,0.01,0.01,same,same,EIF4G2
RI,11:10821895-10821637:-@11:10821303-10821099:-,0.01,0.01,0.01,same,same,RP11-685M7.5
RI,11:10823756-10823596:-@11:10823321-10823208:-,0.028,0.028,0.026,same,same,EIF4G2
RI,11:10825597-10825446:-@11:10825137-10825027:-,0.01,0.01,0.01,same,same,EIF4G2
RI,11:10826562-10826460:-@11:10825965-10825834:-,0,0,0,same,same,EIF4G2
RI,11:10830487-10830429:-@11:10830290-10830252:-,1,1,0.998,same,same,EIF4G2
RI,11:111613389-111613247:-@11:111612868-111612777:-,0.018,0.022,0.056,same,same,PPP2R1B
RI,11:111945040-111945082:+@11:111945611-111945640:+,0.516,0.482,0.476,same,same,C11orf57
RI,11:113186673-113186775:+@11:113186965-113187037:+,0.724,0.6675,0.78,same,same,TTC12
RI,11:114314877-114314934:+@11:114315263-114315374:+,0.032,0.052,0.152,higher,same,REXO2
RI,11:117060051-117060117:+@11:117060668-117060741:+,0.016,0.038,0.03,same,same,SIDT2
RI,11:117094932-117094794:-@11:117094024-117093924:-,0.012,0.028,0.026,same,same,PCSK7
RI,11:117109317-117109362:+@11:117110517-117110576:+,0.632,0.656,0.784,higher,same,RNF214
RI,11:117109317-117109827:+@11:117110517-117110576:+,0.01,0.012,0.012,same,same,RNF214
